,Title,Rating,Year,Genre,Rating_Score,Duration,Image_Link
253,SNOW WHITE AND THE SEVEN DWARFS,D,1937, Kids & family/Fantasy,8.90, 1h 20m,https://resizing.flixster.com/DZR_8Ph6L7AKin8YU5vfv3dbd-o=/fit-in/180x240/v2/https://resizing.flixster.com/XlR_gK1jH0g36XzYIY-5CRa8FI4=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzY0Njc0Mzc4LTM2MGEtNGUzYS1hYjBkLTAzZmM4NTllYTM1ZC5qcGc=
254,SOLARIS,D,1972, Sci-fi/Drama,Fresh, 2h 49m,https://resizing.flixster.com/0YOBb9NCu-xziwVxr937Fcr1-jQ=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p35906_p_v8_ae.jpg
255,SOME LIKE IT HOT,D,1959, Comedy,Fresh, 2h 0m,https://resizing.flixster.com/RyP-fJ8Hjz_rnnqjxZitLYUlTjc=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p3725_p_v8_aa.jpg
256,THE SOUND OF MUSIC,D,1965, Kids & family/Musical,Fresh, 2h 54m,https://resizing.flixster.com/9vFcSXWPhnyq5Q1VspTrXkWI6kE=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p5620_p_v8_av.jpg
257,SPIDER-MAN: INTO THE SPIDER-VERSE,D,2018, Kids & family/Action,8.80, 1h 57m,https://resizing.flixster.com/COy49LZEc-nJrgZ8DuQpTMqw4ig=/fit-in/180x240/v2/https://resizing.flixster.com/_l50Ahm00b-RO9Ao2s3AyMjUWiU=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2ExYTZmMWFkLWViZWItNDNhMS1iZTEwLTcxODk1YTk3NWFhMy53ZWJw
258,SPIRITED AWAY,D,2001, Fantasy/Adventure,8.60, 2h 5m,https://resizing.flixster.com/qgOUtrLFhR3EZpWtdSGN4r0a8Ew=/fit-in/180x240/v2/https://resizing.flixster.com/toMzSC_5b1NF7MxJ5-CJeL1S-Z8=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzRlY2RiZDcyLWU5ZmEtNDliMy1iOTMyLTYzNzhjY2RjOWIxNy5qcGc=
259,STAR WARS: EPISODE IV - A NEW HOPE,D,1977, Sci-fi/Adventure,8.80, 2h 1m,https://resizing.flixster.com/Id8VV5DyDhrCeltxW8ijwdVmjvY=/fit-in/180x240/v2/https://resizing.flixster.com/rIic1xQq9hyHMW6OJsCNOCVKRdw=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzQ4Y2VkZjJhLWRmMGYtNDljZC1iN2JhLTYzMjk1YzMxNWMwOC53ZWJw
260,STAR WARS: EPISODE V - THE EMPIRE STRIKES BACK,D,1980, Sci-fi/Adventure,9.00, 2h 4m,https://resizing.flixster.com/r-uApZLskYBrLnFnBYZBREe3AgA=/fit-in/180x240/v2/https://resizing.flixster.com/niYFsSzM4ZUEajogMi8Voh5cDc8=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzg5OWFjODY5LTdmZDctNDk2My04ZGRkLTYyZmRkZGYzMTQxMC53ZWJw
261,STRAIGHT OUTTA COMPTON,D,2015, Biography/Drama,7.30, 2h 27m,https://resizing.flixster.com/prZURKOJv2XdyprNIiQy-M-TTic=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p11657883_p_v7_aq.jpg
262,SUNSET BOULEVARD,D,1950, Drama,9.50, 1h 50m,https://resizing.flixster.com/KCZL4c3MCOBL0Yix2Tqp995mymw=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/NowShowing/953/953_aa.jpg
263,SUPERBAD,D,2007, Comedy,Fresh, 1h 53m,https://resizing.flixster.com/I9cjZQZdPGvfxM2BQL4jB9ycQl0=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/NowShowing/59303/59303_aa.jpg
264,SUPERMAN: THE MOVIE,D,1978, Adventure/Sci-fi,Fresh, 2h 23m,https://resizing.flixster.com/ry182R3XaFbSynkXqeP2LB1M0eU=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/NowShowing/10286/10286_aa.jpg
265,SUSPIRIA,D,1977, Horror/Mystery & thriller,Fresh, 1h 32m,https://resizing.flixster.com/c4yfpcsC_MMGqq5RHzZWYtoS2l4=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p8242_p_v8_aa.jpg
266,THE TALE OF THE PRINCESS KAGUYA,D,2013, Fantasy/Anime,Fresh, 2h 17m,https://resizing.flixster.com/WEEwvVFDcLdJFxrUVHDWvxUIZXY=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p10922577_p_v8_aa.jpg
267,TANGERINE,D,2015, Comedy/Drama,Fresh, 1h 27m,https://resizing.flixster.com/WGPmqRMpCNfrO_GfZiV_gt7BGwo=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p11663255_p_v8_ad.jpg
268,TAXI DRIVER,D,1976, Drama,9.10, 1h 53m,https://resizing.flixster.com/jy8g4U-cA8aD-kbWK70v4vYuhtQ=/fit-in/180x240/v2/https://resizing.flixster.com/39PGj3sXu8dY9N-3Ss4IDLmUUU0=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzg3YmYxNDM4LTZiMWEtNGJkYi04ZmRjLTEyZTNhZWY4NzZhYy5qcGc=
269,THE TERMINATOR,D,1984, Sci-fi/Action,Fresh, 1h 48m,https://resizing.flixster.com/9_MzAhfvN6q29TFxY_GSwSSEmNw=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p7764_p_v8_au.jpg
270,TERMINATOR 2: JUDGMENT DAY,D,1991, Sci-fi/Action,8.40, 2h 16m,https://resizing.flixster.com/fmN-hvG5Ziivmkl-RG36E_juLz4=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p13308_p_v8_ag.jpg
271,THELMA & LOUISE,D,1991, Comedy/Drama,Fresh, 2h 9m,https://resizing.flixster.com/Yh27R5weSRXRoLP53YCJPFTiSYU=/fit-in/180x240/v2/https://resizing.flixster.com/UbwNlyKg82JlTNm6WPo8Mc5icbU=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzk1MmIwNGRjLTNhNzgtNGM0Yy04MWM4LTU4OWFjODQ1M2YxOS5qcGc=
272,THERE WILL BE BLOOD,D,2007, Drama,Fresh, 2h 38m,https://resizing.flixster.com/B3d542tMCigMkTbutgqUxnhxZ-g=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/NowShowing/61939/61939_ab.jpg
273,THE THING,D,1982, Horror/Sci-fi,Fresh, 1h 48m,https://resizing.flixster.com/Z0kxWRBHav5zQk2yn4JJScWrse0=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p5550_p_v8_aa.jpg
274,THE THIRD MAN,D,1949, Mystery & thriller,9.40, 1h 44m,https://resizing.flixster.com/NMZ_79ezr-M6PnFk2CB8PFNyBQ0=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p2110_p_v8_ae.jpg
275,THIS IS SPINAL TAP,D,1984, Comedy/Music,8.60, 1h 22m,https://resizing.flixster.com/sy5DZ3aFQfd5ZqZxsWIO6wtoP_Q=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/NowShowing/1793/1793_aa.jpg
276,TITANIC,D,1997, History/Drama,8.10, 3h 15m,https://resizing.flixster.com/3SILWL8SkbK0shdaRwUMOA6zz8U=/fit-in/180x240/v2/https://resizing.flixster.com/j1q6PHK0ZtbdABMQcflU-wH5-eE=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2Y1NGZmNWMyLTczMGUtNDViMS04NzdmLTRiODZiMDM0YWMwOS5qcGc=
277,TO BE OR NOT TO BE,D,1942, Comedy,Fresh, 1h 39m,https://resizing.flixster.com/0vL5Vo8-tzPTCzcBXHzQA4CqIrE=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p1972_p_v8_aa.jpg
278,TO KILL A MOCKINGBIRD,D,1962, Drama,8.90, 2h 9m,https://resizing.flixster.com/31SeG9-8YX-EB4SCNtqxWlQGqyw=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p325_p_v8_ai.jpg
279,TOKYO STORY,D,1953, Drama,9.60, 2h 14m,https://resizing.flixster.com/-CpytyC2RJH2J89bvdwZjKtn2aI=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p8447_p_v8_af.jpg
280,TOOTSIE,D,1982, Comedy/Lgbtq+,7.80, 1h 51m,https://resizing.flixster.com/ORx6P5bEEDg5NeBlWap4MqHLX5M=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p6987_p_v8_ae.jpg
281,TOTAL RECALL,D,1990, Sci-fi/Action,Fresh, 1h 49m,https://resizing.flixster.com/m3-mzUy1poFqo8jwi7g_kD3vWXg=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p12531_p_v12_ay.jpg
282,TOY STORY,D,1995, Kids & family/Comedy,9.10, 1h 20m,https://resizing.flixster.com/tx-tCHSGRkMBwwT9f-XheSD0jyw=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p17420_p_v12_bc.jpg
283,TRAINSPOTTING,D,1996, Comedy/Drama,Fresh, 1h 34m,https://resizing.flixster.com/Lbtkzdtt9ZeNt9ayK1sZ8N7E8hk=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p17678_p_v8_aa.jpg
284,THE TREASURE OF THE SIERRA MADRE,D,1948, Adventure/Western,Fresh, 2h 4m,https://resizing.flixster.com/JffP6PsRu-uOh02jj-L3IpfHqRI=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p309_p_v8_aa.jpg
285,THE UMBRELLAS OF CHERBOURG,D,1964, Musical/Romance,Fresh, 1h 31m,https://resizing.flixster.com/9GJFLfHwF60bgSmTY-FG24y4YNc=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p7833_p_v8_aq.jpg
286,UNCUT GEMS,D,2019, Mystery & thriller/Comedy,8.40, 2h 15m,https://resizing.flixster.com/BULBUpzL4kQtIUNff9qSecffSg8=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p17345031_p_v8_aa.jpg
287,UNFORGIVEN,D,1992, Western,8.80, 2h 10m,https://resizing.flixster.com/juu5z59rRszrbyBSEVOM2Ofvtz0=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/NowShowing/2395/2395_aa.jpg
288,VERTIGO,D,1958, Mystery & thriller,Fresh, 2h 8m,https://resizing.flixster.com/A8FR0xCxNtGDLzbXqzUyI6S4wDg=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p8151_p_v12_aq.jpg
289,VOLVER,D,2006, Comedy/Drama,Fresh, 1h 51m,https://resizing.flixster.com/KAxaCj6SdgeimtaXk81teYgpgX8=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p159825_p_v12_ar.jpg
290,WENDY AND LUCY,D,2008, Drama,Fresh, 1h 20m,https://resizing.flixster.com/MVC9cXix99STmgtYso2ZhAK-U6k=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p188769_p_v8_ac.jpg
291,WEST SIDE STORY,D,1961, Musical,Fresh, 2h 31m,https://resizing.flixster.com/i8kBimfrEvxD_6iWQ2eufApO1zI=/fit-in/180x240/v2/https://resizing.flixster.com/LtG22a5Z2ZVQeZ-zB29hxalRfOM=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzkzYTg4ZjJjLTBhMmItNDZkYS1hZDdjLTk1N2UzNTYwOTBiNy5qcGc=
292,WHAT'S LOVE GOT TO DO WITH IT,D,1993, Biography,Fresh, 1h 58m,https://resizing.flixster.com/JHlTfJSXNIii275QCjM5LrobhOM=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p14813_p_v8_aa.jpg
293,THE WILD BUNCH,D,1969, Western,8.80, 2h 22m,https://resizing.flixster.com/uzmHCDMfmGWWg__KcbjjrTamq3Y=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p2210_p_v12_as.jpg
294,WILD STRAWBERRIES,D,1957, Drama,Fresh, 1h 30m,https://resizing.flixster.com/Yz1YhGRFcMQSujQ2sfUPJPAB7DM=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p5440_p_v8_ag.jpg
295,THE WIZARD OF OZ,D,1939, Kids & family/Fantasy,9.40, 1h 41m,https://resizing.flixster.com/lV4cBj0JLCnCoZ9cIyzn9csDLo8=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p5095_p_v12_an.jpg
296,WONDER WOMAN,D,2017, Action/Adventure,7.70, 2h 21m,https://resizing.flixster.com/ceWg-__cirAohZIhTwSmqsU310M=/fit-in/180x240/v2/https://resizing.flixster.com/EwkhPLrOoe17Akas804EJEbjy-Q=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2Q2MmJhMDFmLTA1ZmYtNDUzYi05YjU4LTllZTZjNTQyY2JlYS53ZWJw
297,Y TU MAMÁ TAMBIÉN,D,2001, Comedy/Drama,Fresh, 1h 45m,https://resizing.flixster.com/N1j-9hns7x_TIQVMJ0XZZposBeE=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p29628_p_v13_aa.jpg
298,YOUR SISTER'S SISTER,D,2011, Comedy/Drama,Fresh, 1h 30m,https://resizing.flixster.com/dG0weV5Sz06IxVobDE0-LrIGuiA=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p8833661_p_v8_aa.jpg
299,ZERO DARK THIRTY,D,2012, Drama/Mystery & thriller,Fresh, 2h 37m,https://resizing.flixster.com/p-_PBXgr8N-ZAvfsEwAB2_Moh1I=/fit-in/180x240/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p9400738_p_v8_az.jpg
