,Title,Rating,Year,Genre,Rating_Score,Duration,Image_Link
127,HIS HOUSE,R,2020, Horror/Mystery & thriller,['8.00'], 1h 33m,https://resizing.flixster.com/DQoCszCoxbLp2vyLuTUDOgKHqWw=/206x305/v2/https://resizing.flixster.com/OnI40v_5iaeMcxv03WYplHl5l_8=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2UzY2U2OGZiLTBlN2UtNDUxMi1iMmI0LTFkYTFiYzBlYzA1MC5qcGc=
128,SIXTY MINUTES,R,2024, Action/Drama,['6.40'], 1h 28m,https://resizing.flixster.com/opaUtuH3bSsEYUQAeWULspLHyGI=/206x305/v2/https://resizing.flixster.com/SANlbIKB9vY2XSk_8lW5c_doWbk=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzFlYTY0ZTFhLWFiM2UtNDhhMS1iM2YwLWZiYzc1YWEyNDMzYi5qcGc=
129,THE NOVICE,R,2021, Mystery & thriller,['7.80'], 1h 34m,https://resizing.flixster.com/QpHHU0MpYSDIfHGkYilm54cou4U=/206x305/v2/https://resizing.flixster.com/nP7joo3QAx-q5hw8FlgpqrxnnJg=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2RjNmJiMjJlLWZkYjktNDg3OC1hZWI5LTQxZTViYWJjNjFjYi5qcGc=
130,MINDCAGE,R,2022, Mystery & thriller/Crime,['3.10'], 1h 36m,https://resizing.flixster.com/ze6SWWpaVcr3LrT75YlnBeDkeic=/206x305/v2/https://resizing.flixster.com/KELM3SNcyzWJQ4yFxSmffjfnDw8=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzdjNDU5MGQ2LTNjMjEtNGRkOC1iMTMzLWJmMDE4ZGU2YzA1ZS5qcGc=
131,UNCHARTED,R,2022, Adventure/Action,['5.20'], 1h 56m,https://resizing.flixster.com/67QFiHz4pD23vTsQ-FXn_F8vRTU=/206x305/v2/https://resizing.flixster.com/Vu0aZW3KXbHGf7icIpKBNYdUExg=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2NlYzZhYTRkLTBlNWMtNDBiZC05N2JhLTdjMWE2ODdiNDNiZS5qcGc=
132,THE GREEN KNIGHT,R,2021, Fantasy/Adventure,['8.10'], 2h 5m,https://resizing.flixster.com/UTM33WB2cQl76zY-Oca4zD0PVcA=/206x305/v2/https://resizing.flixster.com/jdxFqtou2Vvgsi6yicMdE-3m49I=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzU1MTI1ZjA3LWM0NjgtNDc4ZS1iNzExLTYxZmZlYjE1MTFhMi5qcGc=
133,TRANSFORMERS: RISE OF THE BEASTS,R,2023, Action/Adventure,['5.20'], 2h 7m,https://resizing.flixster.com/nurEqwdnKbSJP0Us0zm27irc5UA=/206x305/v2/https://resizing.flixster.com/ADqLkFgcXV2RHCEvTFxO1CTZcrw=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzNiNjRiZmJjLTY4MDUtNDk4NC04OGNiLTdiNWM3NjljOTY0MS5qcGc=
134,THERE IS A MONSTER,R,2024, Drama/Horror,['N/A'], 1h 22m,https://resizing.flixster.com/0Iuq-taXjw0VHWY99NUeM5CnfzU=/206x305/v2/https://resizing.flixster.com/4P3EHDWR2WP-k3dd00pVxiIFd7I=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2RhNDQzMjg3LTVhNjUtNGE0Ny1hYjQ1LTZjNDk5YWRiM2MzZC5qcGc=
135,BULLET TRAIN,R,2022, Action/Comedy,['5.60'], 2h 6m,https://resizing.flixster.com/wwFE-DFGo0WPb0n4dXEtLkbnRe4=/206x305/v2/https://resizing.flixster.com/0Wuqfdlk2B3QUnrB7wPlQ7c47AI=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzI3OTIwZDU1LTEwNmQtNGYwZS1iNjhlLTIwNmU0MjdiYmY2MS5qcGc=
136,THEY CLONED TYRONE,R,2023, Sci-fi/Comedy,['7.50'], 2h 2m,https://resizing.flixster.com/UCxd78OdcaPp4t3YUF5El6MasZI=/206x305/v2/https://resizing.flixster.com/K4kuKhTHuNOu_vaVhe-d7MzrAyI=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2FiZjkzNTE0LWM1N2ItNDhiMS05NTBmLTkwYzZjNWY1ZmU5Ny5qcGc=
137,GREYHOUND,R,2020, War/History,['6.50'], 1h 32m,https://resizing.flixster.com/p705PYUoIw37_zTx7nTS4mlZCZg=/206x305/v2/https://resizing.flixster.com/AYi9IiSUGR7hKDvXwSiCCCNwvlA=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzJhNzBiY2NjLTZjODctNGUwZi1iZGM5LTViNTlmODJjMWVmMC5wbmc=
138,BLUE BEETLE,R,2023, Action/Adventure,['6.40'], 2h 7m,https://resizing.flixster.com/jLI0bBXHv_QWCinyDQX2_4fUbw0=/206x305/v2/https://resizing.flixster.com/LkLbwnW0XscqKuxfatfaG7sLeq0=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzc1YzY2OTkwLWUyYTktNGE0NS05YTg4LThlYzliNDRmNDExOS5qcGc=
139,SPIDER-MAN: NO WAY HOME,R,2021, Action/Adventure,['7.90'], 2h 28m,https://resizing.flixster.com/wouDuoTzmfpwzvVDiTldrBHkbTo=/206x305/v2/https://resizing.flixster.com/8PNiwC2bpe9OecfYZSOVkvYC5vk=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2U5NGM0Y2Q1LTAyYTItNGFjNC1hNWZhLWMzYjJjOTdjMTFhOS5qcGc=
